Fire_ID,Fire_Name,sample_number,Acres,sdc,ln_sdc,mean_para,weighted_core_area,weighted_patch_area,ag_index,patch_area,total_class_area,core_area_index,clumpiness,patch_cohesion_index,core_area,number_of_patches,patch_density,pladj,pland,total_core_area,Year,StartMonth,StartDay,Fire_type,bailey_ecoregion,ecoregion_group,eco_code,sm_rdnbr
WA4764012036519880904,DINKELMAN,sample_bigger,36246,0.00686,-4.98135,0.100445121,238.3,718.6,81.14,3.75,3883.23,4.74,0.8,97.28,2.05,1036,1.89,80.75,7.08,2125.62,1988,9,4,Wildfire,Cascade Mixed Forest,CMF,1,0.4475
WA4799112039420040626,POT PEAK-SISI RIDGE COMPLEX,sample_bigger,37603,0.00494,-5.30976,0.103016452,999.48,1023.21,81.19,2.82,3751.2,4.51,0.8,96.22,1.61,1330,1.45,80.79,4.08,2144.52,2004,6,26,Wildfire,Cascade Mixed Forest,CMF,1,0.5818
WA4801012018120020715,DEER POINT,sample_bigger,41348,0.00638,-5.05526,0.101826817,521.52,935.87,79.22,2.42,3126.06,3.97,0.78,96.39,1.28,1292,1.97,78.79,4.78,1659.42,2002,7,15,Wildfire,Cascade Mixed Forest,CMF,1,0.4551
WA4805112011320150814,BLACK CANYON,sample_bigger,61379,0.00977,-4.62854,0.093141122,117.19,181.23,79.47,2.61,2319.3,7.01,0.79,93.54,1.35,888,0.69,78.98,1.79,1197.81,2015,8,14,Wildfire,Cascade Mixed Forest,CMF,1,0.4015
WA4816212046320010812,REX CREEK COMPLEX (REX CREEK),sample_bigger,54456,0.00464,-5.3727,0.10452501,638.5,1121.91,82.65,2.85,4787.28,3.61,0.82,97.06,1.72,1677,1.99,82.29,5.67,2886.93,2001,8,12,Wildfire,Cascade Mixed Forest,CMF,1,0.5036
WA4822612066620150629,WOLVERINE,sample_bigger,66330,0.00574,-5.15991,0.098593155,361.66,965.98,82.43,3.42,7142.04,5.03,0.81,97.15,2,2087,1.96,82.14,6.69,4174.65,2015,6,29,Wildfire,Cascade Mixed Forest,CMF,1,0.582
WA4825311961220010813,VIRGINIA L,sample_bigger,35780,0.01609,-4.12961,0.105345688,5.34,275.48,66.32,1.05,447.66,1.6,0.66,94.91,0.31,426,0.94,65.37,0.99,130.77,2001,8,13,Wildfire,Cascade Mixed Forest,CMF,1,0.4902
WA4853211998720060724,TRIPOD COMPLEX (TRIPOD),sample_bigger,59712,0.00434,-5.43897,0.103468536,1454.23,4714.25,86.09,5.29,8621.64,4.71,0.84,98.9,3.48,1629,2.12,85.81,11.22,5676.21,2006,7,24,Wildfire,Cascade Mixed Forest,CMF,1,0.5534
WA4883712016920030630,FAWN PEAK COMPLEX (FAREWELL),sample_bigger,77444,0.00308,-5.78127,0.105964533,10016.28,30535.59,89.9,11.89,16693.74,3.21,0.88,99.76,8.75,1404,1.43,89.7,17.01,12286.71,2003,6,30,Wildfire,Cascade Mixed Forest,CMF,1,0.6505
WA4897812059620060822,TATOOSH COMPLEX,sample_bigger,49204,0.00378,-5.57857,0.102251166,2856.25,9403.55,89.56,11.4,9316.89,5.15,0.88,99.43,8.26,817,1.13,89.28,12.93,6751.26,2006,8,22,Wildfire,Cascade Mixed Forest,CMF,1,0.6592
CO3771310553120000418,SAND,sample1,1911,0.01631,-4.11616,0.094995656,0,15.53,72.33,0.99,28.62,5.67,0.72,79.76,0.36,29,0.14,68.24,0.13,10.35,2000,4,18,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.4312
CO4052310847020090803,ALLRED,sample1,2496,0.00766,-4.87217,0.086032465,12.02,238.06,82.45,4.94,390.6,9.22,0.82,95.78,2.69,79,0.57,81.2,2.84,212.4,2009,8,3,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.6836
CO4053410872819880714,BUCK DRAW,sample1,1882,0.05971,-2.81823,0.104691037,0,3.58,46.99,0.48,9.18,0.37,0.47,71.95,0.01,19,0.15,42.16,0.07,0.18,1988,7,14,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.5499
ID4494611564320060808,SOUTHFORK COMPLEX (PHOEBE 2),sample1,1695,0.02589,-3.65378,0.10088399,0,7.37,63.55,0.68,47.25,4.37,0.63,75.92,0.16,69,0.72,60.76,0.49,10.8,2006,8,8,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.3717
ID4497911525820130719,THUNDER CITY,sample1,12563,0.00767,-4.87088,0.091278122,93.99,343.39,84.18,5.41,1276.83,8.37,0.83,96.29,3.24,236,0.82,83.47,4.44,764.37,2013,7,19,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.4863
ID4515011494020080730,CABIN CREEK,sample1,4662,0.02054,-3.88562,0.10440118,0.44,25.47,63.82,0.97,286.83,2.68,0.63,87.23,0.26,295,2.02,62.69,1.97,77.58,2008,7,30,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.4676
ID4562211488719980812,MAIN SALMON COMPLEX (BEND CREEK),sample1,2693,0.01146,-4.46855,0.098842607,7.88,103.36,78.19,2.22,249.03,6.16,0.78,92.83,1.06,112,0.9,76.69,2.01,118.98,1998,8,12,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.5263
ID4572711479219940807,BITTER-NEZ COMPLEX (MAGRUDER),sample1,3828,0.0117,-4.44789,0.100465636,21.57,60.47,74.88,1.4,139.5,4.43,0.75,88.66,0.62,100,0.46,72.97,0.65,61.92,1994,8,7,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.3355
MT4550111118720010926,PURDY CREEK,sample1,4867,0.00772,-4.86332,0.096632116,149.97,890.48,84.26,5.15,788.04,6.63,0.83,97.8,3.08,153,0.98,83.35,5.06,470.7,2001,9,26,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.5138
MT4557410993319901005,IRON MOUNTAIN,sample1,2763,0.00781,-4.85201,0.098621043,13.36,292.99,85.61,7.59,462.87,7.07,0.85,97.01,4.59,61,0.53,84.42,4.01,279.9,1990,10,5,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.621
MT4567611375020020815,SHEEP CREEK,sample1,1954,0.00904,-4.70636,0.094671515,11.39,75.44,82.32,2.98,167.04,8.83,0.82,91.88,1.64,56,0.57,80.39,1.7,91.89,2002,8,15,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.4956
MT4673111346820000806,RYAN GULCH,sample1,16440,0.02026,-3.89898,0.100125593,39.16,102.09,74.7,2.04,915.66,5.77,0.74,92.54,0.86,449,1.28,73.96,2.62,387.36,2000,8,6,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.4866
MT4871111511420000811,STONE YOUNG (LYDIA),sample1,5689,0.00857,-4.75966,0.093692399,88.03,169.98,82.33,3.57,535.23,9.63,0.82,94.81,1.98,150,0.95,81.26,3.38,296.73,2000,8,11,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.4755
NM3668210506219980510,BEARD,sample1,4553,0.01124,-4.48808,0.097006656,18.68,90.15,77.74,1.71,229.59,6.54,0.77,90.74,0.83,134,0.89,76.19,1.52,110.88,1998,5,10,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.3303
OR4434111973120080807,OCHOCO FIRE USE WFU,sample1,1573,0.0167,-4.0926,0.101475844,0,41.58,70.91,1.8,68.58,3.98,0.71,90.88,0.58,38,0.42,68.31,0.76,21.87,2008,8,7,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.496
OR4475011980919940726,PARRISH CREEK,sample1,1251,0.04888,-3.0184,0.108964985,0,3.57,50.75,0.49,19.44,1.55,0.51,70.14,0.04,40,0.46,47.22,0.22,1.62,1994,7,26,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.5613
UT4078411140920130813,ROCKPORT,sample1,2018,0.04018,-3.21439,0.094244278,0,6.62,58.23,0.7,55.26,3.53,0.58,76.15,0.1,79,0.84,55.86,0.59,7.83,2013,8,13,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.423
UT4087010983919850621,WEYMAN,sample1,5121,0.00509,-5.27979,0.095697579,202.59,1022.62,89.5,10.94,1050.57,9.23,0.89,98.24,7.71,96,0.51,88.67,5.57,739.89,1985,6,21,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.0705
WA4835111928719880721,OMAK CREEK,sample1,1576,0.03615,-3.32001,0.096936689,0,7.09,57.93,0.71,40.23,2.61,0.58,74.67,0.1,57,0.55,55.15,0.39,5.67,1988,7,21,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.4063
WA4863511906420050806,BURNT BREAD,sample1,1468,0.02058,-3.88363,0.10111529,0,23.59,70.69,1.11,46.44,3.66,0.71,86.48,0.36,42,0.49,67.54,0.54,15.03,2005,8,6,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.3379
WY4104010709720160910,SNAKE,sample1,2557,0.02033,-3.89568,0.089729735,0,31.21,71.87,1.61,181.8,7.32,0.71,87.31,0.54,113,0.94,70.27,1.51,60.48,2016,9,10,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.4277
WY4204610530719860727,COLLINS PEAK,sample1,4078,0.01717,-4.06472,0.089646696,0.44,107.78,72.93,1.92,162.81,5.6,0.73,93.2,0.67,85,0.65,71.2,1.25,56.7,1986,7,27,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.4546
WY4262210858020000917,MURPHYDRAW,sample1,1615,0.02276,-3.78283,0.079481224,0,20.22,74.26,2.63,28.89,11.25,0.74,87.12,0.75,11,0.1,70.09,0.27,8.28,2000,9,17,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.5284
WY4457311058820150909,SPRUCE,sample1,2191,0.00589,-5.13417,0.085848508,90.52,891.6,90.22,23.63,472.5,14.72,0.9,98.55,16.52,20,0.2,88.97,4.69,330.39,2015,9,9,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.5968
WY4492611093820160805,FAWN,sample1,3162,0.01571,-4.15358,0.093028774,4.23,47.02,74.82,1.83,217.8,7.83,0.74,88.63,0.76,119,0.68,73.29,1.25,90.81,2016,8,5,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.3633
ID4462911598619890726,EAGLE NEST,sample2,1334,0.1022,-2.28083,0.105613066,0,1.02,42.45,0.27,5.49,1.27,0.42,49.26,0.01,20,0.14,36.89,0.04,0.18,1989,7,26,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.2674
ID4484911541919890726,RIORDAN CREEK,sample2,2486,0.0056,-5.18457,0.09832812,29.06,207.86,84.74,3.87,305.37,5.78,0.84,96.1,2.34,79,0.63,83.27,2.45,184.68,1989,7,26,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.4861
ID4532111459919850707,FOUNTAIN,sample2,6844,0.00889,-4.72268,0.111301014,9.12,161.9,79.89,2.07,130.32,3.26,0.8,94.18,1.09,63,0.39,77.76,0.8,68.76,1985,7,7,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.4985
ID4593311501420050808,RUNNING COMPLEX (RUNNING LAKE),sample2,5014,0.00949,-4.65758,0.105015324,36.01,82.9,77.33,1.5,238.32,4.17,0.77,90.04,0.75,159,1.03,75.83,1.54,119.97,2005,8,8,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.5144
ID4616011488520120910,WEST TROUT,sample2,5485,0.01584,-4.1451,0.097845704,0,22.87,71.71,1.09,65.43,4.78,0.72,84.22,0.39,60,0.38,69.05,0.41,23.13,2012,9,10,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.2486
MT4471311115120070627,MADISON ARM,sample2,3563,0.04436,-3.11537,0.11698579,0,3.1,37.93,0.27,45.45,0.71,0.38,60.15,0.02,169,1.44,36.24,0.39,2.88,2007,6,27,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.7376
MT4492711130420000811,BEAVER CREEK,sample2,9632,0.01172,-4.4466,0.09876054,23.65,335.92,76.63,2.97,1124.01,4.61,0.75,97.4,1.32,379,1.69,75.94,5.03,500.85,2000,8,11,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.4794
MT4536911086620060729,BIG CREEK,sample2,13424,0.01727,-4.05904,0.096938925,2.22,90.4,71.56,1.71,725.13,5.19,0.71,92.33,0.62,423,1.47,70.76,2.51,262.98,2006,7,29,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.3784
MT4628611296120090712,BIELENBURG,sample2,1482,0.00353,-5.64721,0.089018602,194.37,671.41,93.05,12.3,295.11,4.69,0.93,98.14,9.52,24,0.25,91.42,3.13,228.51,2009,7,12,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.5355
MT4658011171420000723,CANYON FERRY COMPLEX (BUCKSNORT),sample2,14487,0.0091,-4.69971,0.096333954,28.59,260.41,80.38,3.34,1564.74,5.53,0.79,95.94,1.73,469,1.6,79.77,5.32,812.97,2000,7,23,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.5247
MT4734611439719940815,MCDONALD,sample2,7244,0.03651,-3.31028,0.12288244,0,5.82,33.43,0.2,76.95,0.3,0.33,61.44,0.02,388,1.98,32.28,0.39,7.56,1994,8,15,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.5619
MT4840411571319980902,DOME,sample2,3285,0.00781,-4.85272,0.096519079,72.74,261.29,83.19,4.06,426.24,7.35,0.83,95.53,2.3,105,0.72,81.98,2.94,241.2,1998,9,2,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.566
MT4841111485620000804,ELK MOUNTAIN,sample2,1160,0.04032,-3.21096,0.106833995,0,3.97,53.66,0.4,14.04,1.57,0.54,68.03,0.05,35,0.43,49.36,0.17,1.71,2000,8,4,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.4561
MT4857411578919940816,YAAK-RED DRAGON COMPLEX (STUDEBAKER),sample2,1777,0.02001,-3.91175,0.1055051,0,10.33,66.85,0.72,34.38,4.9,0.67,77.81,0.21,48,0.51,63.35,0.37,10.17,1994,8,16,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.3353
MT4860711382920170811,SPRAGUE,sample2,16897.39,0.01026,-4.57915,0.096101038,27.87,352.98,78.44,2.35,1075.32,5.21,0.78,95.25,1.15,458,1.5,77.72,3.51,527.13,2017,8,11,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.493
MT4865011572719940814,YAAK-RED DRAGON COMPLEX (17 MILE),sample2,1696,0.01443,-4.23832,0.104754458,0,54.91,76.22,2.86,91.62,5.63,0.76,93.97,1.16,32,0.36,73.82,1.03,37.17,1994,8,14,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.4742
MT4885611559220000811,KOOTENAI COMPLEX (UPPER BEAVER),sample2,8783,0.01469,-4.22083,0.10019291,5.56,65,72.69,1.39,221.49,4.59,0.72,90.95,0.53,159,0.76,71.21,1.06,84.69,2000,8,11,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.4176
NM3606710641620100610,SOUTH FORK,sample2,12585,0.00808,-4.8189,0.089726144,99.69,151.35,83.45,3.26,805.23,9.8,0.83,93.59,1.9,247,0.88,82.56,2.85,470.25,2010,6,10,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.4653
NM3661310619920170603,BONITA,sample2,7754.94,0.01228,-4.39981,0.101972078,6.89,60.63,77.7,1.88,97.83,6.44,0.78,90.64,0.89,52,0.25,75.34,0.47,46.35,2017,6,3,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.3843
OR4471911767120070713,PLEASANT VALLEY,sample2,2871,0.02988,-3.51062,0.103119372,0,15.33,61.27,1.11,179.73,3.04,0.61,85.49,0.21,162,1.31,59.89,1.45,34.2,2007,7,13,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.5909
WA4606711811820150720,BLUE CREEK,sample2,5990,0.05469,-2.9061,0.106125702,0,2.34,44.12,0.35,19.71,1.03,0.44,59.72,0.02,57,0.32,41.1,0.11,1.08,2015,7,20,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.2357
WA4759911727619911016,UNNAMED,sample2,2278,0.0466,-3.06623,0.112301628,0,4.17,44.92,0.33,20.43,0.77,0.45,63.56,0.03,61,0.57,41.85,0.19,1.71,1991,10,16,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.3941
WA4822011933219920625,BOOT MTN,sample2,6129,0.05003,-2.99512,0.113464128,0,4.33,44.83,0.33,19.62,0.58,0.45,68.14,0.02,60,0.39,41.74,0.13,1.35,1992,6,25,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.5996
WA4897211956619940803,UNNAMED,sample2,3324,0.02255,-3.79205,0.112613285,0,61.73,55.25,0.67,179.82,0.81,0.55,88.77,0.11,268,1.85,54,1.24,30.33,1994,8,3,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.5319
WY4451211051820090923,ARNICA,sample2,11071,0.00336,-5.69634,0.086696727,667.44,1842,92.02,18.72,2339.46,12.14,0.91,98.64,14.46,125,0.49,91.45,9.22,1807.11,2009,9,23,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.553
CO3745910490420130619,EAST PEAK,sample3,10082,0.0181,-4.01184,0.097739937,10.23,39.67,68.39,1.4,474.84,4.87,0.68,89.31,0.43,338,1.53,67.45,2.15,146.07,2013,6,19,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.397
CO3779910856319960720,DISAPPOINTMENT,sample3,3642,0.02416,-3.7232,0.102003017,0,17.91,61.86,0.86,177.93,3.21,0.61,84.25,0.19,208,1.61,60.47,1.37,38.61,1996,7,20,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.3857
CO3781310546020100606,MEDANO,sample3,4887,0.01119,-4.49279,0.100128632,5.34,130.62,74.53,2.06,346.14,3.99,0.74,94.16,0.87,168,0.96,73.32,1.98,145.62,2010,6,6,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.5602
CO3888410493320120623,WALDO CANYON,sample3,20112,0.00957,-4.64889,0.098554323,40.03,812.04,79.38,3.86,2460.42,4.92,0.78,98.19,1.91,638,1.85,78.9,7.12,1221.48,2012,6,23,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.4452
CO3956910737320020608,COAL SEAM,sample3,12004,0.01521,-4.18579,0.096894313,37.76,252.41,78.89,2.8,1198.71,6.25,0.78,95.19,1.4,428,1.3,78.2,3.63,597.15,2002,6,8,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.6206
CO4054610858420100720,LOGGING,sample3,1181,0.01594,-4.13866,0.104387128,0,19.63,70.35,1.09,38.16,4.01,0.7,87.13,0.34,35,0.4,66.86,0.44,11.97,2010,7,20,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.6361
CO4090110625319880907,SENTINEL,sample3,1583,0.00872,-4.74222,0.101773765,3.78,37.67,82.46,1.51,30.15,6.56,0.82,87.3,0.81,20,0.2,77.91,0.29,16.11,1988,9,7,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.5186
ID4418011595519860811,SKIDROAD,sample3,4483,0.04966,-3.00259,0.118048654,0,1.96,34.44,0.21,17.46,0.77,0.34,48.14,0.02,84,0.38,31.96,0.08,1.26,1986,8,11,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.3524
ID4472411478119960702,FALCONBERRY,sample3,3030,0.03028,-3.49717,0.1175936,0,7.42,48.46,0.43,42.84,1.62,0.48,75.01,0.07,99,0.76,46.22,0.33,6.75,1996,7,2,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.3603
ID4542211415020110717,INDIAN,sample3,1799,0.01844,-3.99305,0.096597331,0,20.14,76.58,1.31,28.71,6.58,0.77,85.56,0.5,22,0.25,72.26,0.32,10.89,2011,7,17,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.4716
ID4598111475719880822,GARDINER,sample3,1170,0.01832,-3.99988,0.106200903,0,17.04,68.98,0.85,56.07,4.48,0.69,83.31,0.28,66,0.81,66.21,0.69,18.63,1988,8,22,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.4321
ID4619011510819910808,BLACKTAIL,sample3,3402,0.03847,-3.258,0.101730837,0,3.87,51.95,0.51,38.79,2.35,0.52,71.32,0.05,76,0.57,49.42,0.29,3.87,1991,8,8,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.3542
ID4681811534920150811,WOLF 2,sample3,1330,0.02431,-3.71667,0.090796259,0,11.62,69.93,1.37,48.06,7.39,0.7,82.82,0.4,35,0.42,66.85,0.57,14.04,2015,8,11,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.3471
ID4799811615320150814,WHITETAIL,sample3,2024,0.01275,-4.36247,0.09283153,0.44,47.47,78.41,2.03,93.6,5.98,0.78,90.75,0.92,46,0.42,75.96,0.85,42.3,2015,8,14,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.3999
MT4456311191420030812,WINSLOW,sample3,9884,0.01198,-4.42492,0.098577951,7.08,144.34,75.15,1.99,728.73,4.31,0.74,94.32,0.85,366,1.43,74.31,2.85,309.78,2003,8,12,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.4498
MT4722711375220170720,BLACK,sample3,1855.35,0.01988,-3.91796,0.098758422,0,19.19,67.99,1.13,141.66,4.9,0.68,84.35,0.36,125,1.31,66.26,1.48,45.18,2017,7,20,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.5647
MT4746911516820030807,CHERRY CREEK,sample3,3408,0.00471,-5.35832,0.105289424,207.57,840.31,86.07,6.63,649.98,4.05,0.85,98.12,4.26,98,0.76,85.05,5.07,417.06,2003,8,7,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.695
MT4804111389819840827,RED OWL,sample3,1055,0.00781,-4.85263,0.094330159,10.9,165.31,85.77,4.08,89.82,8.16,0.86,95.26,2.42,22,0.26,83.02,1.08,53.28,1984,8,27,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.4013
MT4851311383720030818,MIDDLE FORK COMPLEX (CENTER),sample3,5666,0.01522,-4.18534,0.105031886,0,54.4,77.49,2,120.06,5.49,0.77,91.92,0.86,60,0.35,75.34,0.7,51.48,2003,8,18,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.3631
MT4863211580519911016,UNNAMED,sample3,2478,0.00472,-5.35603,0.09893569,209.14,501.81,88.24,11.42,513.72,9.36,0.88,97.38,7.72,45,0.39,87.06,4.45,347.49,1991,10,16,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.6269
MT4895411473020170902,WEASEL,sample3,3942.41,0.0064,-5.05139,0.087095074,73.28,198.03,86.04,5.66,486.81,11.55,0.86,95.01,3.54,86,0.62,84.87,3.51,304.29,2017,9,2,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.5003
OR4561911679520010814,HORSE CREEK,sample3,16132,0.03318,-3.40594,0.108141463,0,5.44,54.36,0.49,42.21,1.97,0.54,73.5,0.06,87,0.32,51.81,0.16,5.58,2001,8,14,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.2117
WA4828511866419880825,30 MILE2,sample3,2246,0.02433,-3.71625,0.105458994,0,8.3,64.47,0.65,25.47,3.49,0.64,75.96,0.16,39,0.38,60.6,0.25,6.3,1988,8,25,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.3381
WA4863111923819940724,BANNON,sample3,1671,0.01968,-3.92797,0.097948194,0,16.33,68.15,1.1,76.68,4.67,0.68,85.11,0.34,70,0.78,65.79,0.86,23.58,1994,7,24,Wildfire,Northern Rocky Mountain Forest,NMS,2,0.4634
WY4481410932419960819,DANO,sample3,2115,0.00722,-4.93155,0.094381811,48.95,188.61,85.63,5.78,381.6,9.96,0.85,95.53,3.55,66,0.56,84.3,3.24,234.27,1996,8,19,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.5502
CO3922010528720020608,HAYMAN,mega,129417,0.00515,-5.26785,0.09328372,722.09,3936.86,86.27,8.64,22733.19,7.12,0.84,98.94,5.54,2632,1.79,86.1,15.47,14593.32,2002,6,8,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.58
ID4345711455020130807,BEAVER CREEK,mega,111287,0.00913,-4.69569,0.0928512,126.61,408.3,79.62,3.72,11913.93,6.83,0.78,96.29,1.89,3203,2.51,79.41,9.33,6056.37,2013,8,7,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.5529
ID4351911570619920819,FOOTHILLS,mega,228631,0.00954,-4.65275,0.1037093,189.25,570.12,75.86,2.11,7515.45,3.55,0.75,96.25,0.97,3565,1.54,75.59,3.24,3475.71,1992,8,19,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.3029
ID4392811541119940728,IDAHO CITY COMPLEX (RABBIT CREEK),mega,150456,0.00962,-4.6439,0.1038372,1022.14,1312.13,74,1.58,10455.84,3.32,0.73,95.67,0.71,6612,3.03,73.78,4.79,4685.13,1994,7,28,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.4497
ID4395011576220160718,PIONEER,mega,189596,0.00671,-5.00455,0.09758514,1695.62,6226.54,82.11,4.6,26226.9,4.94,0.8,99.06,2.58,5702,2.1,81.96,9.65,14715.54,2016,7,18,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.4736
ID4444511516620120727,HALSTEAD,mega,190157,0.00741,-4.90526,0.09590906,150.96,495.21,81.29,3.77,16742.43,6.13,0.8,96.63,2.07,4444,2.02,81.1,7.6,9194.67,2012,7,27,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.4561
ID4505611489120000731,DIAMOND COMPLEX (DIAMOND PEAK),mega,271361,0.00505,-5.28767,0.09905266,1322.46,4056.85,85.27,5.18,32521.14,5.79,0.84,98.53,3.32,6283,1.47,85.13,7.63,20829.69,2000,7,31,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.4536
ID4515511602719940802,CORRAL CREEK-BLACKWELL COMPLEX,mega,140101,0.00803,-4.82517,0.1024882,287.94,961.3,77.94,2.57,13254.84,3.81,0.76,96.98,1.28,5151,2.49,77.73,6.4,6587.37,1994,8,2,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.4399
ID4519911434120000710,CLEAR CREEK DIVIDE COMPLEX (CLEAR CREEK),mega,170322,0.00368,-5.60559,0.09669728,1373.44,3245.42,88.01,6.91,19631.43,6.98,0.87,98.86,4.83,2842,1.59,87.82,10.96,13734.09,2000,7,10,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.4939
ID4521611552119940811,PORPHYRY SOUTH,mega,129849,0.00695,-4.96897,0.104315,229.86,627.3,79.73,2.6,7625.43,3.96,0.79,96.39,1.41,2928,1.53,79.46,3.98,4116.69,1994,8,11,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.3659
ID4542411459020120730,MUSTANG COMPLEX,mega,377633,0.00428,-5.45363,0.09687539,2739.09,4943.02,85.75,5.15,33110.55,6.07,0.84,98.65,3.36,6430,1.59,85.6,8.17,21595.59,2012,7,30,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.3598
ID4554811559420070713,RATTLESNAKE,mega,102523,0.00608,-5.10195,0.09956611,323.26,803.32,82.11,3.23,5512.14,5.31,0.82,96.86,1.88,1707,0.89,81.77,2.87,3210.12,2007,7,13,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.3342
ID4594011680920000811,MALONEY CREEK,mega,131397,0.02215,-3.81013,0.1085251,6.97,18.92,59.3,0.59,372.96,2.57,0.59,78.95,0.15,628,0.36,58.37,0.21,91.62,2000,8,11,Wildfire,Middle Rocky Mountain Steppe,NMS,2,0.2106
MT4507511010219880619,STORM CREEK,mega,179096,0.00416,-5.48132,0.1045749,2015.45,6767.01,86.03,5.53,25078.32,4.04,0.84,99.3,3.64,4536,1.97,85.86,10.86,16510.68,1988,6,19,Wildfire,Southern Rocky Mountain Steppe,NMS,2,0.4563
